city,year,income,expend,gdp,deposit
长春,2011,288.63,518.68,4003.08,2337.78
长春,2010,180.85,382.93,3329.0,2062.72
长春,2009,142.65,306.01,2849.0,1834.16
长春,2008,119.03,240.33,2561.9,1507.39
长春,2007,93.3,181.56,2089.09,1202.08
长春,2006,71.59,146.67,1741.19,1174.6
长沙,2024,1264.54,1663.94,15268.78,12423.85
长沙,2023,1227.07,1626.83,14332.0,11132.35
长沙,2022,1202.0,1566.26,13966.11,9703.39
长沙,2021,1188.31,1541.59,13270.7,8245.94
长沙,2020,1100.09,1501.23,12143.0,7501.64
长沙,2019,950.23,1425.98,11574.0,6530.52
长沙,2018,879.71,1300.79,11003.41,5692.08
长沙,2017,800.35,1182.6,10535.51,5200.21
长沙,2016,743.7,1041.43,9356.91,4868.64
长沙,2015,718.95,925.0,8510.13,4348.55
长沙,2014,632.8,802.38,7824.81,3866.79
长沙,2013,536.63,701.82,7153.13,3482.97
长沙,2012,490.65,624.62,6399.9,2981.31
长沙,2011,425.78,520.89,5619.33,2526.93
长沙,2010,314.28,403.33,4547.1,2172.08
长沙,2009,246.33,314.08,3745.0,1881.32
长沙,2008,205.57,260.56,3000.98,1494.93
长沙,2007,174.58,218.17,2190.25,1177.17
长沙,2006,132.83,167.19,1798.96,1093.04
青岛,2024,1339.26,1720.42,16719.46,14168.14
青岛,2023,1337.86,1718.8,15760.0,12758.57
青岛,2022,1273.31,1696.17,14920.75,10948.24
青岛,2021,1368.3,1706.76,14136.0,9028.24
青岛,2020,1253.85,1584.65,12401.0,8030.95
青岛,2019,1241.74,1575.97,11741.0,6755.24
青岛,2018,1231.91,1559.78,12001.52,5913.71
青岛,2017,1157.24,1403.03,11037.28,5394.18
青岛,2016,1100.03,1352.85,10011.29,5326.33
青岛,2015,1006.32,1222.87,9300.07,5023.59
青岛,2014,895.25,1074.71,8692.1,4435.9
青岛,2013,788.93,1014.23,8006.6,4140.59
青岛,2012,670.18,765.98,7302.1,3757.6
青岛,2011,566.14,658.06,6615.6,3198.51
青岛,2010,452.61,532.39,5666.2,2912.33
青岛,2009,377.01,433.58,4854.0,2527.87
青岛,2008,342.44,369.41,4436.18,2123.36
青岛,2007,292.8,321.18,3786.52,1702.04
青岛,2006,225.99,236.79,3206.58,1567.62
